,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Drop Hour,Request Timeslot,Drop Timeslot,Request dayofweek,Drop dayofweek,Trip Duration,Supply_Gap
5577,3975,City,,No Cars Available,2016-07-13 23:04:37,,23,,Night,Nan,Wednesday,,,Gap
5578,3976,City,,No Cars Available,2016-07-13 23:07:56,,23,,Night,Nan,Wednesday,,,Gap
5579,3980,City,,No Cars Available,2016-07-13 23:16:12,,23,,Night,Nan,Wednesday,,,Gap
5580,3984,Airport,,No Cars Available,2016-07-13 23:17:02,,23,,Night,Nan,Wednesday,,,Gap
5581,3986,Airport,,No Cars Available,2016-07-13 23:17:29,,23,,Night,Nan,Wednesday,,,Gap
5582,3988,City,,No Cars Available,2016-07-13 23:23:36,,23,,Night,Nan,Wednesday,,,Gap
5583,3995,City,,No Cars Available,2016-07-13 23:36:17,,23,,Night,Nan,Wednesday,,,Gap
5584,3998,Airport,,No Cars Available,2016-07-13 23:39:08,,23,,Night,Nan,Wednesday,,,Gap
5585,4001,City,,No Cars Available,2016-07-13 23:39:52,,23,,Night,Nan,Wednesday,,,Gap
5586,4006,City,,No Cars Available,2016-07-13 23:45:17,,23,,Night,Nan,Wednesday,,,Gap
5587,4000,City,,No Cars Available,2016-07-13 23:47:49,,23,,Night,Nan,Wednesday,,,Gap
5588,4017,City,,No Cars Available,2016-07-13 23:50:18,,23,,Night,Nan,Wednesday,,,Gap
5589,4010,Airport,,No Cars Available,2016-07-13 23:50:50,,23,,Night,Nan,Wednesday,,,Gap
5590,4015,City,,No Cars Available,2016-07-13 23:52:32,,23,,Night,Nan,Wednesday,,,Gap
5591,4013,City,,No Cars Available,2016-07-13 23:53:32,,23,,Night,Nan,Wednesday,,,Gap
5592,4014,City,,No Cars Available,2016-07-13 23:56:55,,23,,Night,Nan,Wednesday,,,Gap
5593,4016,City,,No Cars Available,2016-07-13 23:59:02,,23,,Night,Nan,Wednesday,,,Gap
5594,4028,City,,No Cars Available,2016-07-14 00:09:03,,0,,Late Night,Nan,Thursday,,,Gap
5595,4029,City,,No Cars Available,2016-07-14 00:14:26,,0,,Late Night,Nan,Thursday,,,Gap
5596,4032,City,,No Cars Available,2016-07-14 00:15:43,,0,,Late Night,Nan,Thursday,,,Gap
5597,4033,Airport,,No Cars Available,2016-07-14 00:25:33,,0,,Late Night,Nan,Thursday,,,Gap
5598,4034,City,,No Cars Available,2016-07-14 00:29:50,,0,,Late Night,Nan,Thursday,,,Gap
5599,4035,Airport,,No Cars Available,2016-07-14 00:31:24,,0,,Late Night,Nan,Thursday,,,Gap
5600,4036,Airport,,No Cars Available,2016-07-14 00:31:57,,0,,Late Night,Nan,Thursday,,,Gap
5601,4038,Airport,,No Cars Available,2016-07-14 00:34:22,,0,,Late Night,Nan,Thursday,,,Gap
5602,4042,Airport,,No Cars Available,2016-07-14 00:39:13,,0,,Late Night,Nan,Thursday,,,Gap
5603,4044,Airport,,No Cars Available,2016-07-14 00:51:37,,0,,Late Night,Nan,Thursday,,,Gap
5604,4046,City,,No Cars Available,2016-07-14 00:57:03,,0,,Late Night,Nan,Thursday,,,Gap
5605,4047,City,,No Cars Available,2016-07-14 01:00:53,,1,,Late Night,Nan,Thursday,,,Gap
5606,4048,Airport,,No Cars Available,2016-07-14 01:03:27,,1,,Late Night,Nan,Thursday,,,Gap
5607,4050,City,,No Cars Available,2016-07-14 01:10:22,,1,,Late Night,Nan,Thursday,,,Gap
5608,4053,Airport,,No Cars Available,2016-07-14 01:15:26,,1,,Late Night,Nan,Thursday,,,Gap
5609,4052,City,,No Cars Available,2016-07-14 01:16:34,,1,,Late Night,Nan,Thursday,,,Gap
5610,4055,City,,No Cars Available,2016-07-14 01:22:56,,1,,Late Night,Nan,Thursday,,,Gap
5611,4054,City,,No Cars Available,2016-07-14 01:23:08,,1,,Late Night,Nan,Thursday,,,Gap
5612,4056,City,,No Cars Available,2016-07-14 01:25:25,,1,,Late Night,Nan,Thursday,,,Gap
5613,4058,Airport,,No Cars Available,2016-07-14 01:27:38,,1,,Late Night,Nan,Thursday,,,Gap
5614,4057,City,,No Cars Available,2016-07-14 01:29:49,,1,,Late Night,Nan,Thursday,,,Gap
5615,4061,City,,No Cars Available,2016-07-14 01:33:55,,1,,Late Night,Nan,Thursday,,,Gap
5616,4059,City,,No Cars Available,2016-07-14 01:35:55,,1,,Late Night,Nan,Thursday,,,Gap
5617,4063,City,,No Cars Available,2016-07-14 01:36:26,,1,,Late Night,Nan,Thursday,,,Gap
5618,4062,Airport,,No Cars Available,2016-07-14 01:42:36,,1,,Late Night,Nan,Thursday,,,Gap
5619,4064,City,,No Cars Available,2016-07-14 01:48:00,,1,,Late Night,Nan,Thursday,,,Gap
5620,4068,Airport,,No Cars Available,2016-07-14 01:59:16,,1,,Late Night,Nan,Thursday,,,Gap
5621,4067,City,,No Cars Available,2016-07-14 02:00:05,,2,,Late Night,Nan,Thursday,,,Gap
5622,4069,City,,No Cars Available,2016-07-14 02:02:39,,2,,Late Night,Nan,Thursday,,,Gap
5623,4071,City,,No Cars Available,2016-07-14 02:03:03,,2,,Late Night,Nan,Thursday,,,Gap
5624,4070,City,,No Cars Available,2016-07-14 02:03:04,,2,,Late Night,Nan,Thursday,,,Gap
5625,4072,City,,No Cars Available,2016-07-14 02:04:37,,2,,Late Night,Nan,Thursday,,,Gap
5626,4076,Airport,,No Cars Available,2016-07-14 02:16:28,,2,,Late Night,Nan,Thursday,,,Gap
5627,4074,City,,No Cars Available,2016-07-14 02:18:01,,2,,Late Night,Nan,Thursday,,,Gap
5628,4080,Airport,,No Cars Available,2016-07-14 02:29:31,,2,,Late Night,Nan,Thursday,,,Gap
5629,4083,City,,No Cars Available,2016-07-14 02:35:50,,2,,Late Night,Nan,Thursday,,,Gap
5630,4086,City,,No Cars Available,2016-07-14 02:46:05,,2,,Late Night,Nan,Thursday,,,Gap
5631,4089,City,,No Cars Available,2016-07-14 02:52:38,,2,,Late Night,Nan,Thursday,,,Gap
5632,4088,City,,No Cars Available,2016-07-14 02:53:34,,2,,Late Night,Nan,Thursday,,,Gap
5633,4090,Airport,,No Cars Available,2016-07-14 02:55:11,,2,,Late Night,Nan,Thursday,,,Gap
5634,4095,Airport,,No Cars Available,2016-07-14 03:10:03,,3,,Late Night,Nan,Thursday,,,Gap
5635,4096,City,,No Cars Available,2016-07-14 03:13:22,,3,,Late Night,Nan,Thursday,,,Gap
5636,4099,City,,No Cars Available,2016-07-14 03:22:45,,3,,Late Night,Nan,Thursday,,,Gap
5637,4100,Airport,,No Cars Available,2016-07-14 03:30:27,,3,,Late Night,Nan,Thursday,,,Gap
5638,4101,City,,No Cars Available,2016-07-14 03:31:37,,3,,Late Night,Nan,Thursday,,,Gap
5639,4104,Airport,,No Cars Available,2016-07-14 03:38:21,,3,,Late Night,Nan,Thursday,,,Gap
5640,4102,Airport,,No Cars Available,2016-07-14 03:38:51,,3,,Late Night,Nan,Thursday,,,Gap
5641,4103,Airport,,No Cars Available,2016-07-14 03:39:43,,3,,Late Night,Nan,Thursday,,,Gap
5642,4106,City,,No Cars Available,2016-07-14 03:45:15,,3,,Late Night,Nan,Thursday,,,Gap
5643,4107,City,,No Cars Available,2016-07-14 03:51:51,,3,,Late Night,Nan,Thursday,,,Gap
5644,4110,Airport,,No Cars Available,2016-07-14 03:58:07,,3,,Late Night,Nan,Thursday,,,Gap
5645,4113,City,,No Cars Available,2016-07-14 04:00:13,,4,,Early Morning,Nan,Thursday,,,Gap
5646,4109,City,,No Cars Available,2016-07-14 04:02:26,,4,,Early Morning,Nan,Thursday,,,Gap
5647,4112,Airport,,No Cars Available,2016-07-14 04:03:52,,4,,Early Morning,Nan,Thursday,,,Gap
5648,4111,City,,No Cars Available,2016-07-14 04:06:34,,4,,Early Morning,Nan,Thursday,,,Gap
5649,4115,City,,No Cars Available,2016-07-14 04:11:42,,4,,Early Morning,Nan,Thursday,,,Gap
5650,4116,Airport,,No Cars Available,2016-07-14 04:13:48,,4,,Early Morning,Nan,Thursday,,,Gap
5651,4120,City,,No Cars Available,2016-07-14 04:27:49,,4,,Early Morning,Nan,Thursday,,,Gap
5652,4123,City,,No Cars Available,2016-07-14 04:38:53,,4,,Early Morning,Nan,Thursday,,,Gap
5653,4131,City,,No Cars Available,2016-07-14 04:41:23,,4,,Early Morning,Nan,Thursday,,,Gap
5654,4124,City,,No Cars Available,2016-07-14 04:41:36,,4,,Early Morning,Nan,Thursday,,,Gap
5655,4127,City,,No Cars Available,2016-07-14 04:46:22,,4,,Early Morning,Nan,Thursday,,,Gap
5656,4132,City,,No Cars Available,2016-07-14 04:46:47,,4,,Early Morning,Nan,Thursday,,,Gap
5657,4139,City,,No Cars Available,2016-07-14 04:48:44,,4,,Early Morning,Nan,Thursday,,,Gap
5658,4135,Airport,,No Cars Available,2016-07-14 04:49:00,,4,,Early Morning,Nan,Thursday,,,Gap
5659,4138,City,,No Cars Available,2016-07-14 04:49:41,,4,,Early Morning,Nan,Thursday,,,Gap
5660,4142,City,,No Cars Available,2016-07-14 04:50:32,,4,,Early Morning,Nan,Thursday,,,Gap
5661,4152,City,,No Cars Available,2016-07-14 04:55:34,,4,,Early Morning,Nan,Thursday,,,Gap
5662,4149,City,,No Cars Available,2016-07-14 04:59:37,,4,,Early Morning,Nan,Thursday,,,Gap
5663,4159,Airport,,No Cars Available,2016-07-14 05:05:36,,5,,Early Morning,Nan,Thursday,,,Gap
5664,4172,City,,No Cars Available,2016-07-14 05:17:05,,5,,Early Morning,Nan,Thursday,,,Gap
5665,4190,City,,No Cars Available,2016-07-14 05:21:22,,5,,Early Morning,Nan,Thursday,,,Gap
5666,4193,City,,No Cars Available,2016-07-14 05:25:23,,5,,Early Morning,Nan,Thursday,,,Gap
5667,4181,City,,No Cars Available,2016-07-14 05:25:50,,5,,Early Morning,Nan,Thursday,,,Gap
5668,4191,City,,No Cars Available,2016-07-14 05:32:02,,5,,Early Morning,Nan,Thursday,,,Gap
5669,4200,City,,No Cars Available,2016-07-14 05:32:43,,5,,Early Morning,Nan,Thursday,,,Gap
5670,4208,City,,No Cars Available,2016-07-14 05:39:05,,5,,Early Morning,Nan,Thursday,,,Gap
5671,4219,City,,No Cars Available,2016-07-14 05:42:18,,5,,Early Morning,Nan,Thursday,,,Gap
5672,4220,City,,No Cars Available,2016-07-14 05:43:43,,5,,Early Morning,Nan,Thursday,,,Gap
5673,4217,City,,No Cars Available,2016-07-14 05:45:53,,5,,Early Morning,Nan,Thursday,,,Gap
5674,4237,City,,No Cars Available,2016-07-14 05:52:54,,5,,Early Morning,Nan,Thursday,,,Gap
5675,4228,City,,No Cars Available,2016-07-14 05:53:49,,5,,Early Morning,Nan,Thursday,,,Gap
5676,4240,City,,No Cars Available,2016-07-14 05:56:28,,5,,Early Morning,Nan,Thursday,,,Gap
5677,4229,City,,No Cars Available,2016-07-14 05:56:44,,5,,Early Morning,Nan,Thursday,,,Gap
5678,4246,City,,No Cars Available,2016-07-14 05:58:24,,5,,Early Morning,Nan,Thursday,,,Gap
5679,4244,City,,No Cars Available,2016-07-14 06:00:16,,6,,Early Morning,Nan,Thursday,,,Gap
5680,4241,City,,No Cars Available,2016-07-14 06:01:09,,6,,Early Morning,Nan,Thursday,,,Gap
5681,4247,City,,No Cars Available,2016-07-14 06:03:24,,6,,Early Morning,Nan,Thursday,,,Gap
5682,4256,City,,No Cars Available,2016-07-14 06:05:59,,6,,Early Morning,Nan,Thursday,,,Gap
5683,4259,City,,No Cars Available,2016-07-14 06:10:09,,6,,Early Morning,Nan,Thursday,,,Gap
5684,4265,City,,No Cars Available,2016-07-14 06:12:03,,6,,Early Morning,Nan,Thursday,,,Gap
5685,4261,City,,No Cars Available,2016-07-14 06:12:50,,6,,Early Morning,Nan,Thursday,,,Gap
5686,4262,City,,No Cars Available,2016-07-14 06:15:24,,6,,Early Morning,Nan,Thursday,,,Gap
5687,4267,City,,No Cars Available,2016-07-14 06:17:08,,6,,Early Morning,Nan,Thursday,,,Gap
5688,4269,City,,No Cars Available,2016-07-14 06:19:24,,6,,Early Morning,Nan,Thursday,,,Gap
5689,4275,City,,No Cars Available,2016-07-14 06:22:46,,6,,Early Morning,Nan,Thursday,,,Gap
5690,4279,City,,No Cars Available,2016-07-14 06:29:00,,6,,Early Morning,Nan,Thursday,,,Gap
5691,4282,City,,No Cars Available,2016-07-14 06:31:08,,6,,Early Morning,Nan,Thursday,,,Gap
5692,4283,City,,No Cars Available,2016-07-14 06:31:54,,6,,Early Morning,Nan,Thursday,,,Gap
5693,4289,City,,No Cars Available,2016-07-14 06:35:49,,6,,Early Morning,Nan,Thursday,,,Gap
5694,4291,City,,No Cars Available,2016-07-14 06:40:00,,6,,Early Morning,Nan,Thursday,,,Gap
5695,4292,City,,No Cars Available,2016-07-14 06:42:26,,6,,Early Morning,Nan,Thursday,,,Gap
5696,4295,City,,No Cars Available,2016-07-14 06:42:45,,6,,Early Morning,Nan,Thursday,,,Gap
5697,4306,City,,No Cars Available,2016-07-14 06:49:36,,6,,Early Morning,Nan,Thursday,,,Gap
5698,4309,Airport,,No Cars Available,2016-07-14 06:50:07,,6,,Early Morning,Nan,Thursday,,,Gap
5699,4317,City,,No Cars Available,2016-07-14 06:51:18,,6,,Early Morning,Nan,Thursday,,,Gap
5700,4318,City,,No Cars Available,2016-07-14 06:51:23,,6,,Early Morning,Nan,Thursday,,,Gap
5701,4307,City,,No Cars Available,2016-07-14 06:56:08,,6,,Early Morning,Nan,Thursday,,,Gap
5702,4320,City,,No Cars Available,2016-07-14 07:02:37,,7,,Early Morning,Nan,Thursday,,,Gap
5703,4324,City,,No Cars Available,2016-07-14 07:04:11,,7,,Early Morning,Nan,Thursday,,,Gap
5704,4333,City,,No Cars Available,2016-07-14 07:13:05,,7,,Early Morning,Nan,Thursday,,,Gap
5705,4344,City,,No Cars Available,2016-07-14 07:15:56,,7,,Early Morning,Nan,Thursday,,,Gap
5706,4334,City,,No Cars Available,2016-07-14 07:18:15,,7,,Early Morning,Nan,Thursday,,,Gap
5707,4347,City,,No Cars Available,2016-07-14 07:18:44,,7,,Early Morning,Nan,Thursday,,,Gap
5708,4352,City,,No Cars Available,2016-07-14 07:21:03,,7,,Early Morning,Nan,Thursday,,,Gap
5709,4348,City,,No Cars Available,2016-07-14 07:23:46,,7,,Early Morning,Nan,Thursday,,,Gap
5710,4353,City,,No Cars Available,2016-07-14 07:24:00,,7,,Early Morning,Nan,Thursday,,,Gap
5711,4362,City,,No Cars Available,2016-07-14 07:30:16,,7,,Early Morning,Nan,Thursday,,,Gap
5712,4367,City,,No Cars Available,2016-07-14 07:35:22,,7,,Early Morning,Nan,Thursday,,,Gap
5713,4373,City,,No Cars Available,2016-07-14 07:39:56,,7,,Early Morning,Nan,Thursday,,,Gap
5714,4382,City,,No Cars Available,2016-07-14 07:48:04,,7,,Early Morning,Nan,Thursday,,,Gap
5715,4393,City,,No Cars Available,2016-07-14 07:54:34,,7,,Early Morning,Nan,Thursday,,,Gap
5716,4394,City,,No Cars Available,2016-07-14 08:00:33,,8,,Morning,Nan,Thursday,,,Gap
5717,4405,City,,No Cars Available,2016-07-14 08:01:13,,8,,Morning,Nan,Thursday,,,Gap
5718,4407,City,,No Cars Available,2016-07-14 08:08:27,,8,,Morning,Nan,Thursday,,,Gap
5719,4412,City,,No Cars Available,2016-07-14 08:11:45,,8,,Morning,Nan,Thursday,,,Gap
5720,4424,City,,No Cars Available,2016-07-14 08:17:26,,8,,Morning,Nan,Thursday,,,Gap
5721,4437,City,,No Cars Available,2016-07-14 08:24:18,,8,,Morning,Nan,Thursday,,,Gap
5722,4436,City,,No Cars Available,2016-07-14 08:24:27,,8,,Morning,Nan,Thursday,,,Gap
5723,4432,City,,No Cars Available,2016-07-14 08:24:31,,8,,Morning,Nan,Thursday,,,Gap
5724,4429,City,,No Cars Available,2016-07-14 08:25:23,,8,,Morning,Nan,Thursday,,,Gap
5725,4449,City,,No Cars Available,2016-07-14 08:29:45,,8,,Morning,Nan,Thursday,,,Gap
5726,4453,City,,No Cars Available,2016-07-14 08:36:08,,8,,Morning,Nan,Thursday,,,Gap
5727,4460,City,,No Cars Available,2016-07-14 08:36:39,,8,,Morning,Nan,Thursday,,,Gap
5728,4474,City,,No Cars Available,2016-07-14 08:43:46,,8,,Morning,Nan,Thursday,,,Gap
5729,4466,City,,No Cars Available,2016-07-14 08:46:09,,8,,Morning,Nan,Thursday,,,Gap
5730,4473,City,,No Cars Available,2016-07-14 08:48:43,,8,,Morning,Nan,Thursday,,,Gap
5731,4477,City,,No Cars Available,2016-07-14 08:51:05,,8,,Morning,Nan,Thursday,,,Gap
5732,4493,City,,No Cars Available,2016-07-14 08:52:53,,8,,Morning,Nan,Thursday,,,Gap
5733,4494,City,,No Cars Available,2016-07-14 08:58:03,,8,,Morning,Nan,Thursday,,,Gap
5734,4490,City,,No Cars Available,2016-07-14 09:00:23,,9,,Morning,Nan,Thursday,,,Gap
5735,4508,City,,No Cars Available,2016-07-14 09:05:56,,9,,Morning,Nan,Thursday,,,Gap
5736,4495,City,,No Cars Available,2016-07-14 09:06:02,,9,,Morning,Nan,Thursday,,,Gap
5737,4513,City,,No Cars Available,2016-07-14 09:06:46,,9,,Morning,Nan,Thursday,,,Gap
5738,4502,City,,No Cars Available,2016-07-14 09:07:30,,9,,Morning,Nan,Thursday,,,Gap
5739,4528,City,,No Cars Available,2016-07-14 09:27:58,,9,,Morning,Nan,Thursday,,,Gap
5740,4526,City,,No Cars Available,2016-07-14 09:28:49,,9,,Morning,Nan,Thursday,,,Gap
5741,4522,Airport,,No Cars Available,2016-07-14 09:28:53,,9,,Morning,Nan,Thursday,,,Gap
5742,4537,City,,No Cars Available,2016-07-14 09:36:28,,9,,Morning,Nan,Thursday,,,Gap
5743,4541,City,,No Cars Available,2016-07-14 09:37:21,,9,,Morning,Nan,Thursday,,,Gap
5744,4550,City,,No Cars Available,2016-07-14 09:38:24,,9,,Morning,Nan,Thursday,,,Gap
5745,4554,City,,No Cars Available,2016-07-14 09:42:36,,9,,Morning,Nan,Thursday,,,Gap
5746,4551,City,,No Cars Available,2016-07-14 09:42:54,,9,,Morning,Nan,Thursday,,,Gap
5747,4553,Airport,,No Cars Available,2016-07-14 09:43:53,,9,,Morning,Nan,Thursday,,,Gap
5748,4565,City,,No Cars Available,2016-07-14 09:45:20,,9,,Morning,Nan,Thursday,,,Gap
5749,4549,Airport,,No Cars Available,2016-07-14 09:46:03,,9,,Morning,Nan,Thursday,,,Gap
5750,4548,City,,No Cars Available,2016-07-14 09:46:09,,9,,Morning,Nan,Thursday,,,Gap
5751,4555,City,,No Cars Available,2016-07-14 09:46:31,,9,,Morning,Nan,Thursday,,,Gap
5752,4559,City,,No Cars Available,2016-07-14 09:49:25,,9,,Morning,Nan,Thursday,,,Gap
5753,4564,City,,No Cars Available,2016-07-14 09:52:52,,9,,Morning,Nan,Thursday,,,Gap
5754,4587,City,,No Cars Available,2016-07-14 09:59:45,,9,,Morning,Nan,Thursday,,,Gap
5755,4584,City,,No Cars Available,2016-07-14 10:00:10,,10,,Morning,Nan,Thursday,,,Gap
5756,4585,City,,No Cars Available,2016-07-14 10:00:11,,10,,Morning,Nan,Thursday,,,Gap
5757,4583,City,,No Cars Available,2016-07-14 10:01:39,,10,,Morning,Nan,Thursday,,,Gap
5758,4582,City,,No Cars Available,2016-07-14 10:03:34,,10,,Morning,Nan,Thursday,,,Gap
5759,4589,City,,No Cars Available,2016-07-14 10:06:29,,10,,Morning,Nan,Thursday,,,Gap
5760,4596,City,,No Cars Available,2016-07-14 10:07:11,,10,,Morning,Nan,Thursday,,,Gap
5761,4595,City,,No Cars Available,2016-07-14 10:07:56,,10,,Morning,Nan,Thursday,,,Gap
5762,4591,City,,No Cars Available,2016-07-14 10:08:31,,10,,Morning,Nan,Thursday,,,Gap
5763,4597,City,,No Cars Available,2016-07-14 10:08:43,,10,,Morning,Nan,Thursday,,,Gap
5764,4598,City,,No Cars Available,2016-07-14 10:12:33,,10,,Morning,Nan,Thursday,,,Gap
5765,4590,City,,No Cars Available,2016-07-14 10:13:11,,10,,Morning,Nan,Thursday,,,Gap
5766,4606,Airport,,No Cars Available,2016-07-14 10:19:58,,10,,Morning,Nan,Thursday,,,Gap
5767,4608,Airport,,No Cars Available,2016-07-14 10:23:43,,10,,Morning,Nan,Thursday,,,Gap
5768,4604,City,,No Cars Available,2016-07-14 10:25:40,,10,,Morning,Nan,Thursday,,,Gap
5769,4613,City,,No Cars Available,2016-07-14 10:43:18,,10,,Morning,Nan,Thursday,,,Gap
5770,4616,City,,No Cars Available,2016-07-14 10:55:38,,10,,Morning,Nan,Thursday,,,Gap
5771,4622,Airport,,No Cars Available,2016-07-14 11:00:28,,11,,Morning,Nan,Thursday,,,Gap
5772,4617,City,,No Cars Available,2016-07-14 11:02:20,,11,,Morning,Nan,Thursday,,,Gap
5773,4619,Airport,,No Cars Available,2016-07-14 11:04:37,,11,,Morning,Nan,Thursday,,,Gap
5774,4629,City,,No Cars Available,2016-07-14 11:11:21,,11,,Morning,Nan,Thursday,,,Gap
5775,4633,City,,No Cars Available,2016-07-14 11:21:02,,11,,Morning,Nan,Thursday,,,Gap
5776,4634,City,,No Cars Available,2016-07-14 11:30:31,,11,,Morning,Nan,Thursday,,,Gap
5777,4636,City,,No Cars Available,2016-07-14 11:32:34,,11,,Morning,Nan,Thursday,,,Gap
5778,4640,Airport,,No Cars Available,2016-07-14 11:39:12,,11,,Morning,Nan,Thursday,,,Gap
5779,4647,City,,No Cars Available,2016-07-14 11:50:35,,11,,Morning,Nan,Thursday,,,Gap
5780,4650,Airport,,No Cars Available,2016-07-14 11:58:16,,11,,Morning,Nan,Thursday,,,Gap
5781,4662,Airport,,No Cars Available,2016-07-14 12:13:01,,12,,Afternoon,Nan,Thursday,,,Gap
5782,4660,City,,No Cars Available,2016-07-14 12:13:24,,12,,Afternoon,Nan,Thursday,,,Gap
5783,4666,Airport,,No Cars Available,2016-07-14 12:26:36,,12,,Afternoon,Nan,Thursday,,,Gap
5784,4670,Airport,,No Cars Available,2016-07-14 12:36:33,,12,,Afternoon,Nan,Thursday,,,Gap
5785,4675,City,,No Cars Available,2016-07-14 12:39:26,,12,,Afternoon,Nan,Thursday,,,Gap
5786,4676,Airport,,No Cars Available,2016-07-14 12:44:22,,12,,Afternoon,Nan,Thursday,,,Gap
5787,4682,Airport,,No Cars Available,2016-07-14 12:49:15,,12,,Afternoon,Nan,Thursday,,,Gap
5788,4678,City,,No Cars Available,2016-07-14 12:49:20,,12,,Afternoon,Nan,Thursday,,,Gap
5789,4688,Airport,,No Cars Available,2016-07-14 13:03:07,,13,,Afternoon,Nan,Thursday,,,Gap
5790,4692,City,,No Cars Available,2016-07-14 13:04:58,,13,,Afternoon,Nan,Thursday,,,Gap
5791,4689,City,,No Cars Available,2016-07-14 13:09:42,,13,,Afternoon,Nan,Thursday,,,Gap
5792,4697,City,,No Cars Available,2016-07-14 13:12:54,,13,,Afternoon,Nan,Thursday,,,Gap
5793,4705,Airport,,No Cars Available,2016-07-14 13:13:02,,13,,Afternoon,Nan,Thursday,,,Gap
5794,4707,City,,No Cars Available,2016-07-14 13:13:28,,13,,Afternoon,Nan,Thursday,,,Gap
5795,4704,City,,No Cars Available,2016-07-14 13:16:08,,13,,Afternoon,Nan,Thursday,,,Gap
5796,4708,City,,No Cars Available,2016-07-14 13:18:20,,13,,Afternoon,Nan,Thursday,,,Gap
5797,4703,Airport,,No Cars Available,2016-07-14 13:18:56,,13,,Afternoon,Nan,Thursday,,,Gap
5798,4725,Airport,,No Cars Available,2016-07-14 13:56:39,,13,,Afternoon,Nan,Thursday,,,Gap
5799,4734,Airport,,No Cars Available,2016-07-14 14:37:02,,14,,Afternoon,Nan,Thursday,,,Gap
5800,4742,Airport,,No Cars Available,2016-07-14 15:00:36,,15,,Afternoon,Nan,Thursday,,,Gap
5801,4744,Airport,,No Cars Available,2016-07-14 15:03:28,,15,,Afternoon,Nan,Thursday,,,Gap
5802,4746,City,,No Cars Available,2016-07-14 15:10:29,,15,,Afternoon,Nan,Thursday,,,Gap
5803,4749,Airport,,No Cars Available,2016-07-14 15:11:40,,15,,Afternoon,Nan,Thursday,,,Gap
5804,4764,City,,No Cars Available,2016-07-14 15:30:46,,15,,Afternoon,Nan,Thursday,,,Gap
5805,4763,City,,No Cars Available,2016-07-14 15:33:56,,15,,Afternoon,Nan,Thursday,,,Gap
5806,4772,City,,No Cars Available,2016-07-14 15:55:09,,15,,Afternoon,Nan,Thursday,,,Gap
5807,4778,City,,No Cars Available,2016-07-14 16:21:48,,16,,Evening,Nan,Thursday,,,Gap
5808,4781,Airport,,No Cars Available,2016-07-14 16:29:23,,16,,Evening,Nan,Thursday,,,Gap
5809,4782,Airport,,No Cars Available,2016-07-14 16:33:22,,16,,Evening,Nan,Thursday,,,Gap
5810,4785,City,,No Cars Available,2016-07-14 16:42:53,,16,,Evening,Nan,Thursday,,,Gap
5811,4789,City,,No Cars Available,2016-07-14 16:44:59,,16,,Evening,Nan,Thursday,,,Gap
5812,4793,City,,No Cars Available,2016-07-14 16:47:30,,16,,Evening,Nan,Thursday,,,Gap
5813,4794,City,,No Cars Available,2016-07-14 16:55:09,,16,,Evening,Nan,Thursday,,,Gap
5814,4804,City,,No Cars Available,2016-07-14 17:02:52,,17,,Evening,Nan,Thursday,,,Gap
5815,4806,City,,No Cars Available,2016-07-14 17:06:55,,17,,Evening,Nan,Thursday,,,Gap
5816,4808,Airport,,No Cars Available,2016-07-14 17:14:22,,17,,Evening,Nan,Thursday,,,Gap
5817,4809,Airport,,No Cars Available,2016-07-14 17:14:31,,17,,Evening,Nan,Thursday,,,Gap
5818,4816,Airport,,No Cars Available,2016-07-14 17:14:49,,17,,Evening,Nan,Thursday,,,Gap
5819,4807,Airport,,No Cars Available,2016-07-14 17:15:22,,17,,Evening,Nan,Thursday,,,Gap
5820,4817,Airport,,No Cars Available,2016-07-14 17:17:26,,17,,Evening,Nan,Thursday,,,Gap
5821,4819,Airport,,No Cars Available,2016-07-14 17:18:14,,17,,Evening,Nan,Thursday,,,Gap
5822,4811,Airport,,No Cars Available,2016-07-14 17:18:21,,17,,Evening,Nan,Thursday,,,Gap
5823,4818,Airport,,No Cars Available,2016-07-14 17:20:56,,17,,Evening,Nan,Thursday,,,Gap
5824,4836,Airport,,No Cars Available,2016-07-14 17:21:14,,17,,Evening,Nan,Thursday,,,Gap
5825,4821,Airport,,No Cars Available,2016-07-14 17:21:48,,17,,Evening,Nan,Thursday,,,Gap
5826,4826,Airport,,No Cars Available,2016-07-14 17:24:44,,17,,Evening,Nan,Thursday,,,Gap
5827,4824,Airport,,No Cars Available,2016-07-14 17:24:53,,17,,Evening,Nan,Thursday,,,Gap
5828,4820,Airport,,No Cars Available,2016-07-14 17:25:02,,17,,Evening,Nan,Thursday,,,Gap
5829,4827,Airport,,No Cars Available,2016-07-14 17:25:30,,17,,Evening,Nan,Thursday,,,Gap
5830,4832,Airport,,No Cars Available,2016-07-14 17:26:50,,17,,Evening,Nan,Thursday,,,Gap
5831,4838,Airport,,No Cars Available,2016-07-14 17:27:16,,17,,Evening,Nan,Thursday,,,Gap
5832,4840,Airport,,No Cars Available,2016-07-14 17:27:31,,17,,Evening,Nan,Thursday,,,Gap
5833,4835,Airport,,No Cars Available,2016-07-14 17:27:45,,17,,Evening,Nan,Thursday,,,Gap
5834,4841,Airport,,No Cars Available,2016-07-14 17:27:46,,17,,Evening,Nan,Thursday,,,Gap
5835,4843,Airport,,No Cars Available,2016-07-14 17:28:37,,17,,Evening,Nan,Thursday,,,Gap
